Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,ETFdb Pro Tools,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
ADME,Aptus Behavioral Momentum ETF,Multi-Asset,"$160,155,306.00",7.28%,"16,805",$30.30,0.36%,No,No,0.78%,0.00%,-2.18%,23.89%,N/A,"$29,228,495.00",$0.00,"$5,013,225.00","$85,440,384.02","$85,440,384.02","$85,440,384.02",Hedge Fund,2016-06-09,0.81%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62,35.94%,39%,20%,1099,$29.84,$30.58,$30.27,$30.33,50.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.25,92.71%,85.35%,117.82,10.52%,5.27%
XMPT,VanEck Vectors CEF Municipal Income ETF,Bond,"$158,803,043.00",0.57%,"18,132",$26.92,0.11%,No,No,-0.11%,-0.48%,1.31%,13.76%,31.87%,"-$6,880,281.75","$668,690.50","$1,349,044.25","$2,719,323.75","$63,177,587.75","$110,484,716.75",Total Bond Market,2011-07-12,1.86%,N/A,$1.06,2020-10-01,$0.09,3.92%,0.00,0.19,63,49.52%,35%,15%,1099,$26.67,$27.11,N/A,N/A,51.54,B,B+,C,A+,C,A+,C+,N/A,N/A,N/A,N/A,N/A,N/A
FBGX,UBS AG FI Enhanced Large Cap Growth ETN,Equity,"$157,994,028.00",42.25%,"2,080",$474.10,2.47%,No,2x,6.76%,10.38%,72.94%,135.66%,306.04%,"-$1,283,410,452.00",$0.00,$0.00,"-$1,307,802,152.00","-$1,822,237,146.90","-$1,907,059,007.60",Leveraged Equities,2014-06-10,0.85%,N/A,$0.00,N/A,N/A,0.00%,0.00,2.11,445,44.48%,35%,15%,1099,$410.89,$475.57,$474.10,$474.10,57.26,B+,B+,C,B+,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IBD,Inspire Corporate Bond Impact ETF,Bond,"$155,396,802.00",3.90%,"52,245",$26.36,0.19%,No,No,-0.15%,-0.04%,4.12%,11.20%,N/A,"$40,053,482.00","-$10,526,228.00","-$7,884,308.00","$29,787,500.00","$133,785,111.00","$151,349,481.00",Corporate Bonds,2017-07-10,0.61%,N/A,$0.47,2020-09-25,$0.03,1.77%,0.00,0.19,101,13.15%,39%,20%,1099,$26.26,$26.47,$26.32,$26.41,50.90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.21,75.80%,57.63%,325.04,2.81%,4.68%
FYC,First Trust Small Cap Growth AlphaDEX Fund,Equity,"$155,335,218.00",9.64%,"32,886",$51.16,1.37%,No,No,5.96%,12.48%,19.89%,23.14%,70.16%,"-$61,982,535.00","-$4,493,734.00","$173,365.50","-$88,543,494.00","$54,674,413.00","$90,740,634.00",Small Cap Growth Equities,2011-04-19,0.70%,N/A,$0.16,2020-09-24,$0.01,0.31%,15.71,1.26,262,10.64%,35%,15%,1099,$44.06,$50.94,$50.90,$51.35,67.79,C+,A-,C+,C,B+,C,C+,3.5,7.27%,9.80%,52.62,2.78%,7.81%
IQSU,IQ Candriam ESG U.S. Equity ETF,Equity,"$155,331,124.00",18.44%,"87,608",$29.89,1.05%,No,No,3.74%,4.40%,N/A,N/A,N/A,"$137,626,286.00",$0.00,"$8,611,209.50","$138,823,992.50","$138,823,992.50","$138,823,992.50",Large Cap Growth Equities,2019-12-17,0.09%,N/A,$0.25,2020-09-24,$0.08,0.83%,23.52,1.25,303,35.56%,N/A,N/A,N/A,$27.87,$29.88,$29.87,$29.92,58.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.38,95.20%,87.55%,88.98,7.68%,8.20%
TOK,iShares MSCI Kokusai ETF,Equity,"$155,178,156.00",5.06%,"3,723",$76.94,0.63%,No,No,3.27%,3.37%,15.65%,31.11%,66.76%,"-$7,834,864.00",$0.00,$0.00,"-$4,265,881.50","-$43,156,380.00","-$206,817,597.50",Large Cap Growth Equities,2007-12-10,0.25%,N/A,$1.29,2020-06-15,$0.59,1.69%,20.35,0.99,1284,18.67%,35%,15%,1099,$72.11,$77.12,$76.88,$76.98,58.48,A,B+,A,A+,A-,A-,A,6.77,51.46%,75.73%,155.96,11.28%,6.41%
SMOG,VanEck Vectors Low Carbon Energy ETF,Equity,"$154,968,208.00",60.54%,"6,208",$121.72,2.03%,No,No,8.86%,20.97%,94.26%,103.49%,133.79%,"$5,158,660.00",$0.00,"$5,158,660.00","$5,158,660.00","$1,853,184.50","$1,853,184.50",Large Cap Growth Equities,2007-05-03,0.63%,N/A,$0.00,2018-12-20,$0.34,0.00%,29.81,1.21,31,67.29%,39%,20%,1099,$95.87,$121.81,N/A,N/A,72.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.87,26.00%,46.54%,176.71,0.00%,49.98%
PREF,Principal Spectrum Preferred Securities Active ETF,Preferred Stock,"$154,572,958.00",3.01%,"72,859",$20.08,0.00%,No,No,0.15%,-0.22%,5.70%,15.22%,N/A,"$53,107,644.00","$3,997,838.00","$10,034,603.50","$68,047,236.50","$121,423,446.00","$126,463,643.00",Preferred Stock/Convertible Bonds,2017-07-10,0.55%,N/A,$3.40,2020-10-01,$0.08,17.01%,0.00,0.45,43,40.67%,39%,20%,1099,$19.94,$20.24,N/A,N/A,57.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.44,89.39%,65.25%,556.6,7.44%,0.61%
GSSC,Goldman Sachs ActiveBeta US Small Cap Equity ETF,Equity,"$153,155,630.00",-1.87%,"20,186",$45.91,0.66%,No,No,6.37%,9.77%,8.80%,11.91%,N/A,"$60,303,762.00",$0.00,"$6,388,679.00","$57,969,449.00","$140,063,680.00","$140,063,680.00",Small Cap Growth Equities,2017-06-27,0.20%,N/A,$0.56,2020-09-24,$0.11,1.23%,16.96,0.96,1457,3.62%,39%,20%,1099,$39.92,$45.73,$45.64,$46.12,66.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.64,13.40%,10.85%,122.29,2.63%,6.15%
LDSF,First Trust Low Duration Strategic Focus ETF,Bond,"$152,736,664.00",1.07%,"40,506",$20.38,0.00%,No,No,-0.09%,-0.17%,1.71%,N/A,N/A,"$57,014,946.00","$20,358,690.00","$22,402,502.00","$103,167,115.50","$156,291,105.00","$156,291,105.00",Corporate Bonds,2019-01-04,0.82%,N/A,$0.49,2020-09-24,$0.04,2.42%,0.00,0.18,8,100.00%,39%,20%,1099,$20.34,$20.43,$20.36,$20.43,50.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SPHB,Invesco S&P 500® High Beta ETF,Equity,"$152,733,410.00",-1.95%,"314,423",$44.53,-0.49%,No,No,5.45%,4.56%,13.91%,18.19%,55.02%,"-$12,938,804.00","-$330,239.50","$26,412,475.00","$29,799,287.50","-$8,121,248.00","-$23,181,052.00",All Cap Equities,2011-05-05,0.25%,Charles Schwab,$1.01,2020-09-21,$0.20,2.26%,16.18,1.56,99,13.33%,35%,15%,1099,$39.79,$45.23,$44.20,$45.05,57.96,B-,A-,B+,C,C,B+,B-,5.12,7.94%,32.53%,170.39,5.26%,1.91%
SRTY,ProShares UltraPro Short Russell2000,Equity,"$152,566,095.00",-63.11%,"6,701,029",$6.62,-1.63%,Yes,3x,-17.97%,-26.53%,-74.27%,-80.37%,-94.11%,"$238,542,829.50","-$9,291,089.00","-$22,244,232.00","$244,913,423.50","$244,306,075.50","$296,136,962.47",Leveraged Equities,2010-02-09,0.95%,N/A,$0.11,2020-03-25,$0.03,1.69%,0.00,-3.25,2018,3.75%,35%,15%,1099,$6.58,$9.98,$6.50,$6.74,35.23,A-,A-,C+,A,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BJAN,Innovator S&P 500 Buffer ETF,N/A,"$149,521,137.00",5.98%,"31,642",$30.84,0.36%,No,No,2.09%,2.42%,6.38%,N/A,N/A,"$124,969,652.50","-$1,507,745.00","-$3,749,650.00","$136,471,747.50","$153,087,910.00","$153,087,910.00",N/A,2019-01-02,0.79%,N/A,N/A,N/A,N/A,N/A,22.70,0.73,505,27.96%,39%,20%,1099,$29.45,$30.88,$30.74,$30.95,60.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EQL,Alps Equal Sector Weight ETF,Equity,"$149,051,128.00",2.15%,"7,653",$79.97,0.43%,No,No,3.76%,3.38%,10.44%,28.59%,64.96%,"-$11,040,704.50",$0.00,$0.00,"-$14,965,129.00","-$35,709,717.00","-$37,820,810.50",Large Cap Blend Equities,2009-07-06,0.28%,N/A,$1.91,2020-09-17,$0.42,2.39%,21.65,0.96,12,91.74%,35%,15%,1099,$74.60,$80.21,$79.76,$80.17,59.11,B,B,B+,B,A-,A-,C,6.37,46.18%,63.40%,404.86,14.04%,6.13%
TPLC,Timothy Plan US Large Cap Core ETF,Equity,"$148,991,849.00",4.49%,"19,224",$28.22,0.75%,No,No,5.03%,6.72%,13.80%,N/A,N/A,"$14,815,647.00",$0.00,"-$2,694,977.00","$64,307,437.50","$96,539,153.50","$96,539,153.50",Mid Cap Growth Equities,2019-05-01,0.52%,N/A,$0.24,2020-10-07,$0.02,0.85%,19.65,1.12,320,5.25%,N/A,N/A,N/A,$25.63,$28.11,$28.12,$28.31,64.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.82,94.65%,44.98%,334.89,5.74%,7.44%
MMIN,IQ MacKay Shields Municipal Insured ETF,Bond,"$148,255,927.00",4.93%,"77,771",$27.09,0.15%,No,No,-0.26%,-0.33%,5.02%,N/A,N/A,"$69,606,914.00","$2,720,672.00","$19,013,022.50","$96,034,430.50","$140,479,866.71","$140,479,866.71",National Munis,2017-10-18,0.31%,N/A,$0.72,2020-10-01,$0.04,2.66%,0.00,-0.01,185,12.00%,39%,20%,1099,$27.06,$27.26,$27.04,$27.13,43.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JPSE,JPMorgan Diversified Return U.S. Small Cap Equity ETF,Equity,"$147,422,112.00",-4.05%,"25,864",$30.90,0.55%,No,No,6.15%,9.18%,6.12%,11.32%,N/A,"-$8,310,772.50",$0.00,"-$4,212,106.50","$33,816,404.50","$120,926,760.50","$146,879,850.50",Small Cap Growth Equities,2016-11-15,0.29%,N/A,$0.40,2020-09-22,$0.08,1.31%,18.14,1.25,699,4.53%,20%,39%,1099,$27.01,$30.79,$30.75,$30.99,64.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.88,24.02%,13.14%,198.4,3.03%,7.18%
FQAL,Fidelity Quality Factor ETF,Equity,"$147,130,098.00",8.29%,"33,283",$40.26,0.90%,No,No,3.63%,3.92%,18.10%,40.02%,N/A,"-$10,770,242.00",$0.00,$0.00,"-$14,883,249.50","$87,107,615.50","$112,773,161.00",Large Cap Growth Equities,2016-09-12,0.29%,N/A,$0.61,2020-09-18,$0.15,1.54%,22.21,0.96,125,27.79%,39%,20%,1099,$37.65,$40.26,$40.08,$40.40,58.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.03,29.26%,51.54%,190.09,5.15%,6.56%
PSP,Invesco Global Listed Private Equity ETF,Equity,"$146,948,310.00",-6.37%,"103,870",$11.38,0.80%,No,No,3.27%,4.82%,6.50%,7.95%,40.07%,"-$34,075,749.50",$0.00,"-$2,240,842.00","-$46,649,094.50","-$127,197,781.50","-$287,885,449.50",Global Equities,2006-10-24,1.78%,N/A,$0.81,2020-09-21,$0.12,7.18%,34.04,1.27,65,45.37%,35%,15%,1099,$10.51,$11.41,$11.34,$11.40,60.49,A-,A,C,B,B,A+,B+,4.48,14.66%,24.52%,25.08,2.22%,0.58%
VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,Equity,"$146,891,812.00",1.18%,"24,353",$32.94,0.55%,No,No,2.85%,2.58%,6.44%,37.09%,N/A,"-$7,349,409.00","-$15,764,416.00","-$15,764,416.00","-$4,118,179.50","$143,284,014.00","$143,284,014.00",Large Cap Blend Equities,2017-06-22,0.35%,N/A,$0.67,2020-10-07,$0.08,2.03%,18.38,0.81,61,39.14%,39%,20%,1099,$31.29,$32.94,$32.87,$32.99,58.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.86,79.66%,77.85%,112.22,3.40%,11.05%
IDNA,iShares Genomics Immunology and Healthcare ETF,Equity,"$146,612,700.00",38.77%,"65,386",$41.35,1.27%,No,No,8.19%,14.16%,75.50%,N/A,N/A,"$101,327,601.00",$0.00,"-$10,438,520.00","$101,304,258.00","$121,880,470.50","$121,880,470.50",Health & Biotech Equities,2019-06-11,0.47%,N/A,$0.32,2020-06-15,$0.08,0.80%,23.57,0.83,47,44.03%,39%,20%,1099,$37.78,$41.01,$40.99,$41.56,61.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.25,22.57%,16.84%,27.32,0.00%,21.49%
JUST,Goldman Sachs JUST U.S. Large Cap Equity ETF,Equity,"$146,328,562.00",10.80%,"9,497",$50.63,0.96%,No,No,4.00%,4.68%,22.45%,N/A,N/A,"-$10,605,753.75",$0.00,"$1,203,828.75","-$4,120,435.75","-$128,881,994.00","-$128,881,994.00",Large Cap Growth Equities,2018-06-07,0.20%,N/A,$0.74,2020-09-24,$0.16,1.48%,25.92,1.00,446,29.92%,39%,20%,1099,$46.80,$50.54,$50.47,$50.72,59.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.07,87.97%,82.22%,144.13,10.26%,6.41%
EDEN,iShares MSCI Denmark ETF,Equity,"$144,747,027.00",30.63%,"27,979",$89.49,1.44%,No,No,4.48%,7.81%,51.48%,39.33%,76.99%,"$97,091,693.50","$8,379,089.00","$33,605,874.50","$97,117,197.50","$66,313,299.50","$59,930,591.00",Europe Equities,2012-01-25,0.53%,N/A,$0.47,2020-06-15,$0.36,0.53%,24.50,0.67,46,68.54%,35%,15%,1099,$81.27,$88.57,$89.12,$89.71,66.69,B,B-,B-,A,B+,C+,B-,8.92,97.83%,99.49%,150.67,6.72%,33.08%
STOT,SPDR DoubleLine Short Duration Total Return Tactical ETF,Bond,"$144,353,674.00",2.00%,"15,842",$49.79,0.06%,No,No,0.13%,0.10%,2.40%,7.62%,N/A,"$12,460,030.75",$0.00,"$1,245,034.75","$14,928,610.75","$103,050,624.00","$92,793,588.00",Total Bond Market,2016-04-13,0.45%,N/A,$0.95,2020-10-01,$0.06,1.91%,0.00,0.07,278,97.64%,39%,20%,1099,$49.64,$49.79,$49.77,$49.82,57.87,N/A,N/A,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PHDG,Invesco S&P 500® Downside Hedged ETF,Equity,"$143,618,156.00",20.15%,"78,076",$33.44,0.24%,No,No,1.24%,2.90%,27.27%,31.30%,48.93%,"$118,236,005.00","$1,645,983.00","$6,727,768.50","$115,554,772.00","$112,955,532.00","-$325,792,123.00",Hedge Fund,2012-12-06,0.39%,N/A,$0.36,2020-09-21,$0.04,1.08%,22.62,0.37,505,20.29%,35%,15%,1099,$31.68,$33.72,$33.31,$33.57,56.07,A+,B+,A,N/A,A,C,A-,N/A,N/A,N/A,N/A,N/A,N/A
DEUS,Xtrackers Russell 1000 Comprehensive Factor ETF,Equity,"$143,169,504.00",-0.80%,"20,623",$35.50,0.45%,No,No,4.32%,5.70%,6.93%,22.26%,N/A,"-$89,980,370.50",$0.00,"-$1,688,651.00","-$85,019,470.00","-$7,846,936.50","$86,832,326.00",All Cap Equities,2015-11-24,0.17%,N/A,$0.58,2020-09-18,$0.14,1.65%,19.13,1.10,838,6.89%,39%,20%,1099,$32.60,$35.43,$35.42,$35.62,63.01,N/A,B-,A-,N/A,N/A,N/A,N/A,5.9,24.71%,47.12%,262.8,7.03%,5.98%
MLPB,ETRACS Alerian MLP Infrastructure Index ETN,Equity,"$142,766,450.00",-48.25%,"62,138",$9.87,-3.14%,No,No,4.79%,-0.20%,-48.63%,-54.12%,N/A,"$211,792,635.49",$0.00,"-$8,801,180.00","$235,425,595.49","$210,796,940.49","$210,796,940.49",MLPs,2015-10-08,0.85%,N/A,$0.79,2020-01-10,$0.40,8.00%,0.00,1.90,19,78.55%,39%,20%,1099,$8.98,$10.33,N/A,N/A,47.01,N/A,N/A,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HDGE,AdvisorShares Ranger Equity Bear ETF,Equity,"$142,758,469.00",-21.27%,"809,305",$4.22,0.72%,Yes,No,-3.43%,-4.95%,-38.10%,-49.06%,-60.15%,"$69,305,203.00","-$2,047,104.00","-$12,257,033.00","$29,545,272.00","$72,263,460.00","$149,815,657.25",Inverse Equities,2011-01-26,3.12%,N/A,$0.01,2019-12-27,$0.01,0.29%,0.00,-1.27,48,148.23%,35%,15%,1099,$4.16,$4.63,$4.17,$4.25,40.20,C+,A-,C,C,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PFFA,Virtus InfraCap U.S. Preferred Stock ETF,Preferred Stock,"$141,733,605.00",-19.23%,"102,888",$19.72,-0.35%,No,No,1.91%,2.32%,-16.44%,N/A,N/A,"$72,684,676.00",$0.00,"$2,917,599.00","$95,258,743.50","$165,135,477.00","$165,135,477.00",Preferred Stock/Convertible Bonds,2018-05-15,2.13%,N/A,$2.36,2020-09-21,$0.15,11.92%,0.00,1.71,151,40.13%,39%,20%,1099,$18.74,$19.92,$19.65,$19.85,59.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.44,1.01%,3.74%,339.36,2.73%,0.84%
AUSF,Global X Adaptive U.S. Factor ETF,Equity,"$141,358,522.00",-9.30%,"17,045",$23.21,-0.30%,No,No,3.35%,3.64%,-2.60%,N/A,N/A,"-$36,422,261.00",$0.00,$0.00,"-$18,643,710.50","$150,079,693.50","$150,079,693.50",All Cap Equities,2018-08-28,0.27%,N/A,$0.92,2020-08-07,$0.16,3.94%,32.47,1.16,196,16.54%,39%,20%,1099,$21.33,$23.48,$23.16,$23.31,59.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.16,8.55%,33.07%,178.49,3.28%,12.75%
RYF,Invesco S&P 500® Equal Weight Financials ETF,Equity,"$140,944,687.00",-11.61%,"25,639",$40.44,-0.17%,No,No,4.72%,4.95%,-1.28%,3.76%,50.17%,"-$74,345,949.00",$0.00,"-$3,875,678.50","-$71,981,105.50","-$145,242,880.50","$7,350,104.00",Financials Equities,2006-11-07,0.40%,Charles Schwab,$1.03,2020-09-21,$0.25,2.54%,11.32,1.23,67,16.05%,35%,15%,1099,$36.25,$40.77,$40.22,$40.70,59.50,A-,B+,B+,B+,A-,B,B+,6.15,54.89%,55.48%,10.39,1.62%,0.32%
ENTR,Entrepreneur 30 Fund,Equity,"$140,819,216.00",43.06%,"6,880",$26.38,1.66%,No,No,5.22%,14.23%,56.89%,N/A,N/A,"$39,451,258.00",$0.00,$0.00,"$40,412,184.50","$103,796,900.50","$103,796,900.50",Large Cap Growth Equities,2017-11-08,0.49%,N/A,$0.01,2019-12-19,$0.01,0.05%,31.70,1.14,32,50.61%,39%,20%,1099,$22.83,$26.42,$26.26,$26.44,63.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.85,5.08%,29.25%,15.53,9.83%,11.34%
ACIO,Aptus Collared Income Opportunity ETF,Multi-Asset,"$140,274,040.00",6.82%,"28,071",$27.12,0.59%,No,No,2.26%,2.55%,12.86%,N/A,N/A,"$42,928,440.00",$0.00,"$2,653,360.00","$59,226,510.00","$122,954,680.00","$122,954,680.00",Diversified Portfolio,2019-07-10,0.79%,N/A,N/A,N/A,N/A,N/A,25.11,0.64,55,32.92%,39%,20%,1099,$26.04,$27.05,$27.03,$27.17,58.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.97,75.51%,80.31%,154.01,12.74%,3.57%
GHYB,Goldman Sachs Access High Yield Corporate Bond ETF,Bond,"$140,026,567.00",2.27%,"41,714",$48.98,0.12%,No,No,1.79%,0.77%,5.34%,15.01%,N/A,"$65,770,451.50",$0.00,$0.00,"$65,779,235.50","$89,601,919.50","$89,601,919.50",High Yield Bonds,2017-09-05,0.34%,N/A,$2.46,2020-10-01,$0.18,5.03%,0.00,0.42,172,11.42%,39%,20%,1099,$47.68,$49.11,$48.93,$49.01,59.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.87,14.86%,5.56%,161.47,4.49%,2.66%
PTIN,Pacer Trendpilot International ETF,Multi-Asset,"$137,907,000.00",-12.36%,"36,429",$23.48,0.86%,No,No,3.12%,1.43%,-5.14%,N/A,N/A,"$51,227,155.00","-$6,890,850.00","-$6,890,850.00","$83,357,355.00","$153,268,045.00","$153,268,045.00",N/A,2019-05-02,0.65%,N/A,$0.26,2019-12-24,$0.26,1.11%,12.42,0.34,564,18.79%,N/A,N/A,N/A,$22.33,$23.64,$23.43,$23.51,56.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.1,44.56%,82.73%,136.78,11.97%,6.51%
USMF,WisdomTree US Multifactor Fund,Equity,"$136,977,944.00",3.69%,"14,109",$32.62,0.74%,No,No,3.97%,5.80%,10.72%,30.38%,N/A,"-$46,597,187.50",$0.00,"$1,551,373.00","$25,986,400.00","$149,275,637.19","$149,275,637.19",All Cap Equities,2017-06-28,0.28%,N/A,$0.49,2020-09-22,$0.07,1.51%,20.13,1.01,201,10.70%,39%,20%,1099,$30.15,$32.51,$32.54,$32.69,61.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.79,3.94%,28.50%,118.05,5.79%,9.98%
IHAK,iShares Cybersecurity and Tech ETF,Equity,"$136,254,086.00",27.88%,"63,291",$34.17,1.18%,No,No,3.89%,6.81%,38.02%,N/A,N/A,"$117,775,147.50","$6,456,107.00","$14,793,811.50","$121,856,304.50","$121,856,304.50","$121,856,304.50",Technology Equities,2019-06-11,0.47%,N/A,$0.23,2020-06-15,$0.11,0.69%,20.19,0.79,42,45.14%,39%,20%,1099,$31.66,$34.08,$33.99,$34.31,57.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.61,19.11%,26.22%,14.18,12.23%,4.71%
IUS,Invesco Strategic US ETF,Equity,"$136,026,869.00",2.66%,"11,568",$27.94,0.32%,No,No,3.99%,4.13%,13.75%,N/A,N/A,"$10,807,044.50",$0.00,$0.00,"$14,822,920.00","$132,362,901.50","$132,362,901.50",Large Cap Blend Equities,2018-09-12,0.19%,N/A,$0.53,2020-09-21,$0.13,1.90%,20.25,0.94,551,21.65%,39%,20%,1099,$26.05,$28.01,$27.92,$27.98,59.10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.76,20.92%,43.55%,181.94,10.32%,4.48%
FXC,Invesco CurrencyShares® Canadian Dollar Trust ,Currency,"$135,841,985.00",-1.15%,"30,221",$74.98,0.52%,No,No,1.37%,0.39%,1.40%,-3.46%,-0.48%,"$21,952,394.00",$0.00,$0.00,"$21,973,415.00","$6,544,942.00","-$32,376,615.50",Currency,2006-06-26,0.40%,Charles Schwab,$0.29,2020-03-02,$0.06,0.39%,0.00,0.26,1,100.00%,35%,35%,1099,$73.25,$75.08,$74.87,$75.06,58.18,A,A-,A,B,A,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FNGO,MicroSectors FANG+ Index 2X Leveraged ETN,Equity,"$135,572,380.00",167.03%,"21,598",$146.45,1.60%,No,2x,6.54%,18.69%,285.70%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$44,537,863.50","$44,537,863.50",Leveraged Equities,2018-08-01,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,2.62,10,100.00%,39%,20%,1099,$120.77,$148.90,$144.74,$148.05,58.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BSCS,Invesco BulletShares 2028 Corporate Bond ETF,Bond,"$135,435,537.00",7.49%,"24,002",$23.18,0.09%,No,No,0.03%,-0.06%,8.71%,N/A,N/A,"$56,800,570.50",$0.00,"$3,491,454.00","$86,388,157.50","$120,843,852.00","$120,843,852.00",Corporate Bonds,2018-08-09,0.10%,N/A,$0.64,2020-09-29,$0.05,2.76%,0.00,0.29,139,26.47%,39%,20%,1099,$23.03,$23.29,$23.15,$23.21,52.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.42,61.98%,37.11%,250.86,11.26%,2.51%
DPST,Direxion Daily Regional Banks Bull 3X Shares,Equity,"$135,179,202.00",-86.94%,"690,529",$60.45,-3.45%,No,3x,22.72%,17.89%,-80.92%,-89.49%,-79.54%,"$177,544,108.46","$3,938,150.00","$38,240,041.50","$177,544,108.46","$178,110,119.46","$204,195,805.96",Leveraged Equities,2015-08-19,1.00%,N/A,$0.94,2020-09-22,$0.22,1.51%,12.50,4.07,127,36.58%,35%,15%,1099,$35.17,$63.76,$58.06,$63.76,56.70,N/A,C,B+,N/A,N/A,N/A,N/A,4.89,26.52%,29.67%,8.93,0.00%,0.76%
TOLZ,ProShares DJ Brookfield Global Infrastructure ETF,Equity,"$134,632,176.00",-13.37%,"33,536",$39.56,-0.30%,No,No,2.37%,2.13%,-9.12%,1.38%,17.60%,"$38,329,954.00",$0.00,"-$17,934,997.50","$54,616,035.20","$120,120,166.40","$136,088,206.90",Large Cap Blend Equities,2014-03-25,0.46%,Charles Schwab,$1.34,2020-09-23,$0.46,3.38%,17.70,0.80,124,44.44%,35%,15%,1099,$37.39,$39.92,$39.37,$39.85,53.99,N/A,N/A,B,N/A,N/A,N/A,N/A,6.35,36.55%,62.64%,421.45,5.90%,2.83%
JMOM,JPMorgan U.S. Momentum Factor ETF,Equity,"$134,388,413.00",20.33%,"16,846",$36.31,1.14%,No,No,4.50%,8.17%,28.05%,N/A,N/A,"$54,855,996.50",$0.00,"$42,887.50","$15,888,962.00","$82,010,945.50","$82,010,945.50",Large Cap Growth Equities,2017-11-08,0.12%,N/A,$0.34,2020-09-22,$0.08,0.95%,32.53,1.00,269,17.79%,39%,20%,1099,$32.84,$36.16,$36.17,$36.42,63.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.98,27.88%,49.65%,141.08,5.43%,9.08%
ATMP,Barclays ETN+ Select MLP ETN,Equity,"$134,373,848.00",-44.61%,"104,361",$9.86,0.10%,No,No,8.59%,2.49%,-44.45%,-50.14%,-48.90%,"-$1,178,024.46","-$53,174.77","-$29,989.51","-$49,945,221.16","-$67,950,936.74","$146,161,400.90",MLPs,2013-03-12,0.95%,N/A,$0.00,2019-08-27,$0.33,0.00%,0.00,1.61,22,60.09%,35%,15%,1099,$8.72,$10.07,$9.77,$9.95,50.83,N/A,B+,C+,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
